train_no,train_name,weekday,weekday_no
22886,TATA-LTT ANT,Monday,0
22887,HWH-YPR-HWH,Wednesday,2
22888,YPR-HWH HUMS,Wednesday,2
22889,DGHA-PURI S/,Wednesday,2
22890,PURI-DGHA S/,Thursday,3
22891,HWH-RNC INTE,Sunday,6
22892,RNCHWH INTER,Wednesday,2
22893,SNSI-HWH EXP,Friday,4
22894,HWH-SNSI EXP,Monday,0
22897,HWH-DGHA KAN,Sunday,6
22898,DGHA -HWHKAN,Friday,4
22901,BDTS UDZ AII,Thursday,3
22902,UDZ BDTS SUP,Friday,4
22903,BHUJ AC S F,Wednesday,2
22904,BDTS AC S F,Sunday,6
22905,OKHA-HAPA LI,Monday,0
22906,HAPA-OKHA LI,Monday,0
22907,MAO HAPA SUP,Wednesday,2
22908,HAPA MADGAON,Thursday,3
22909,BL  PURI S F,Wednesday,2
22910,PURI VALSAD,Saturday,5
22911,SHIPRA EXPRE,Monday,0
22912,SHIPRA EXP,Sunday,6
22914,PATNA BDTS H,Saturday,5
22915,BDTS HSR SF,Thursday,3
22916,HSR BDTS S F,Thursday,3
22917,HARIDWAR EXP,Tuesday,1
22918,HW BDTS SF E,Sunday,6
22919,CHENNAI ADI,Tuesday,1
22920,ADI CHENNAI,Thursday,3
22925,UMB - KLK LI,Saturday,5
22926,KLK - UMB LI,Friday,4
22927,LOK SHAKTI E,Thursday,3
22928,LOK SHAKTI E,Friday,4
22929,BLD BRC EXP,Wednesday,2
22930,BRC BLD EXP,Saturday,5
22931,BDTS JSM EXP,Monday,0
22932,JSM BDTS SF,Sunday,6
22933,BDTS JP SF E,Tuesday,1
22934,JP BDTS SF E,Saturday,5
22935,BDTS PIT  SF,Wednesday,2
22936,PIT BDTS SF,Friday,4
22937,RAJKOT REWA,Saturday,5
22938,REWA RJT SUP,Friday,4
22939,HAPA BSP EXP,Monday,0
22940,BSP HAPA EXP,Saturday,5
22941,INDB JAT SF,Saturday,5
22942,JAT INDB SF,Saturday,5
22943,PUNE INDORE,Sunday,6
22944,IND PUNE EXP,Sunday,6
22945,SAURASHTRA M,Thursday,3
22946,SAURASHTRA M,Thursday,3
22949,BDTS DEE EXP,Tuesday,1
22951,GANDHIDHAM E,Friday,4
22952,BANDRA T EXP,Friday,4
22953,GUJARAT EXPR,Wednesday,2
22954,GUJARAT EXPR,Monday,0
22955,KUTCH EXPRES,Saturday,5
22956,KUTCH EXPRES,Wednesday,2
22957,SOMNATH EXPR,Tuesday,1
22959,JAMNAGAR INT,Thursday,3
22960,SURAT INTERC,Tuesday,1
22961,HAPA INTERCI,Wednesday,2
22962,SURAT INTERC,Wednesday,2
22963,BDTS BVC SF,Sunday,6
22964,BVC BDTS SF,Thursday,3
22965,BDTS BGKT EX,Friday,4
22966,BGKT BDTS SF,Tuesday,1
22967,ADI ALD EXPR,Saturday,5
22968,ALD ADI  SF,Sunday,6
22969,OKHA BSB EXP,Saturday,5
22970,BSB OKHA SF,Friday,4
22971,BDTS PATNA S,Wednesday,2
22972,PNBE BDTS SF,Friday,4
22973,GIMB PURI SF,Friday,4
22974,PURI GIMB EX,Friday,4
22981,KOTA-HMH SUP,Wednesday,2
22982,KOTA-HMH -KO,Saturday,5
22983,KOTA-INDB IN,Friday,4
22989,BDTS MHV WEE,Thursday,3
22990,MHV BDTS SF,Sunday,6
22991,BDTS VRL SF,Monday,0
22992,VRL BDTS SF,Sunday,6
22993,BDTS MHV SF,Thursday,3
22994,MHV BDTS SF,Thursday,3
22995,BDTS - AII,Friday,4
22996,AII-BDTS SUF,Monday,0
23141,TEESTA TORSH,Monday,0
23142,TEESTA TORSH,Wednesday,2
23225,SHC-BJU EXPR,Thursday,3
23226,BJU - SHC EX,Friday,4
23345,BSB-SKTN LIN,Friday,4
23346,SKTN-BSB LIN,Tuesday,1
23347,SGRL-PNBE LI,Friday,4
23348,RJPB-SGRL LI,Thursday,3
24041,NBD-KTW EXPR,Friday,4
24042,KTW-NBD,Saturday,5
24227,VARUNA EXPRE,Saturday,5
24228,VARUNA EXPRE,Thursday,3
24369,TRIVENI EXPR,Friday,4
24370,TRIVENI EXP,Wednesday,2
24887,HW-UMB LINK,Sunday,6
24888,UMB-HW  LINK,Sunday,6
25013,CORBETT PARK,Saturday,5
25014,CORBETT PARK,Monday,0
25035,RAMNAGAR-DLI,Friday,4
25036,RAMNAGAR-DLI,Monday,0
25201,SGL-NKE INTE,Wednesday,2
25202,NKE-SGL INTE,Monday,0
25631,BKN - GHY EX,Thursday,3
25632,GHY - BKN EX,Monday,0
25657,KUNCHAN JUNG,Sunday,6
25658,KUNCHAN JUNG,Saturday,5
28181,BJU-KIR EXP,Saturday,5
28182,KIR BJU EXPR,Sunday,6
29019,NMH - KOTA E,Sunday,6
29020,KOTA - MDS E,Thursday,3
30111,BLN- BP  LOC,Friday,4
30112,BP - MJT LOC,Saturday,5
30116,BP-BBDB LOCA,Sunday,6
30121,MJT-NH LOCAL,Saturday,5
30122,NH - MJT LOC,Saturday,5
30123,MJT - NH LOC,Thursday,3
30128,KLYM - MJT L,Friday,4
30135,MJT-RHA LOCA,Monday,0
30142,GEDE - MJT L,Sunday,6
30145,BBD-KNJ,Wednesday,2
30152,NH - MJT LOC,Monday,0
30154,NH - MJT LOC,Tuesday,1
30211,BBDB - DDJ L,Friday,4
30311,PPGT - BT LO,Wednesday,2
30312,BT -PPGT LOC,Friday,4
30313,MJT-BT LOCAL,Friday,4
30314,DTK-MJT LOCA,Saturday,5
30317,MJT-DTK LOCA,Monday,0
30321,MJT - HNB LO,Wednesday,2
30322,HNB-BBDB LOC,Wednesday,2
30324,HNB-PPGT LOC,Saturday,5
30331,MJT- HB LOCA,Friday,4
30332,HB - MJT LOC,Sunday,6
30333,MJT-HB  LOCA,Saturday,5
30342,BNJ - MJT LO,Friday,4
30344,BNJ - MJT LO,Friday,4
30346,BNJ-BBD LOCA,Wednesday,2
30351,MJT - BT LOC,Monday,0
30353,MJT-DTK LOCA,Thursday,3
30357,MJT-MMG LOCA,Wednesday,2
30358,MMG-MJT LOCA,Sunday,6
30361,MJT - HNB LO,Sunday,6
30411,BBDB - SDAH,Monday,0
30412,SDAH - BBDB,Tuesday,1
30413,BBDB - SDAH,Tuesday,1
30414,SDAH - BBDB,Sunday,6
30416,SDAH - BBDB,Sunday,6
30451,KOAA-SDAH LO,Sunday,6
30452,SDAH-KOAA LO,Friday,4
30511,CHT - MJT LO,Saturday,5
30552,MJT - GOF LO,Friday,4
30612,BBDB - BRP L,Monday,0
30711,LKPR - MJT L,Wednesday,2
30712,MJT - LKPR,Friday,4
31051,BGB-BP LOCAL,Monday,0
31053,BGB-NH LOCAL,Thursday,3
31055,BGB-NH LOCAL,Friday,4
31111,SDAH-KWAE LO,Thursday,3
31112,KWAE-SDAH LO,Tuesday,1
31151,SDAH - BWN L,Monday,0
31152,BWN-SDAH LOC,Thursday,3
31191,NH-KLYM LOCA,Wednesday,2
31192,KLYM - NH LO,Monday,0
31211,SDAH-BP LOCA,Sunday,6
31212,BP-SDAH LOCA,Sunday,6
31213,SDAH-BP LOCA,Sunday,6
31214,BP-SDAH LOCA,Wednesday,2
31215,SDAH-BP LOCA,Wednesday,2
31216,BP-SDAH LOCA,Wednesday,2
31217,SDAH - BP LO,Saturday,5
31218,BP-SDAH LOCA,Tuesday,1
31219,SDAH - BP LO,Tuesday,1
31220,BP-SDAH LOCA,Thursday,3
31221,SDAH - BP LO,Wednesday,2
31222,BP-SDAH LOCA,Sunday,6
31223,SDAH - BP LO,Wednesday,2
31224,BP-SDAH LOCA,Thursday,3
31225,SDAH-BPLOCAL,Saturday,5
31226,BP -SDAH LOC,Tuesday,1
31227,SDAH - BP LO,Sunday,6
31228,BP-SDAH LOCA,Friday,4
31229,SDAH - BP LO,Tuesday,1
31230,BP-SDAH LOCA,Saturday,5
31231,SDAH-BPLOCAL,Monday,0
31232,BP -SDAH LOC,Sunday,6
31233,SDAH-BP LOCA,Tuesday,1
31234,BP-SDAH LOCA,Tuesday,1
31235,SDAH - BP LO,Saturday,5
31236,BP-SDAH LOCA,Tuesday,1
31237,SDAH BP LOCA,Saturday,5
31238,BP-SDAH LOCA,Saturday,5
31239,SDAH - BP LO,Tuesday,1
31240,BP-SDAH,Sunday,6
31241,SDAH -BP LOC,Sunday,6
31261,BNXR - BP LO,Sunday,6
31311,SDAH - KLYM,Sunday,6
31312,KLYM-SDAH LO,Friday,4
31313,SDAH - KLYM,Tuesday,1
31314,KLYM-SDAH LO,Tuesday,1
31315,SDAH-KLYM LO,Saturday,5
31316,KLYM - SDAH,Sunday,6
31317,SDAH - KLYM,Tuesday,1
31318,KLYM-SDAH LO,Monday,0
31319,SDAH - KLYM,Monday,0
31320,KLYM-SDAH LO,Monday,0
31321,SDAH - KLYM,Tuesday,1
31322,KLYM-SDAH LO,Tuesday,1
31323,SDAH - KLYM,Wednesday,2
31324,KLYM-SDAH LO,Thursday,3
31325,SDAH - KLYM,Saturday,5
31326,KLYM-SDAH LO,Monday,0
31327,SDAH - KLYM,Tuesday,1
31328,KLYM-SDAH LO,Wednesday,2
31329,SDAH - KLYM,Tuesday,1
31330,KLYM-SDAH LO,Friday,4
31331,SDAH - KLYM,Sunday,6
31332,KLYM-SDAH LO,Friday,4
31333,SDAH - KLYM,Tuesday,1
31334,KLYM-SDAH LO,Tuesday,1
31335,SDAH - KLYM,Sunday,6
31336,KLYM-SDAH LO,Wednesday,2
31337,SDAH - KLYM,Wednesday,2
31338,KLYM-SDAH EM,Wednesday,2
31339,SDAH - KLYM,Wednesday,2
31411,SDAH -NH  LO,Thursday,3
31412,NH-SDAH LOCA,Friday,4
31413,SDAH-NH LOCA,Thursday,3
31414,NH - SDAH LO,Thursday,3
31415,SDAH NH LOCA,Wednesday,2
31416,NH-SDAH LOCA,Friday,4
31417,SDAH - NH LO,Sunday,6
31418,NH - SDAH LO,Tuesday,1
31420,NH - SDAH LO,Sunday,6
31421,SDAH - NH LO,Friday,4
31422,NH - SDAH LO,Monday,0
31423,SDAH - NH LO,Thursday,3
31424,NH - SDAH LO,Wednesday,2
31425,SDAH-NH LOCA,Monday,0
31426,NH - SDAH LO,Tuesday,1
31427,SDAH-NH LOCA,Friday,4
31428,NH-SDAH LOCA,Tuesday,1
31429,SDAH - NH LO,Friday,4
31430,NH - SDAH LO,Thursday,3
31431,SDAH - NH LO,Friday,4
31432,NH-SDAH LOCA,Friday,4
31433,SDAH - NH LO,Wednesday,2
31434,NH - SDAH LO,Monday,0
31435,SDAH - NH LO,Thursday,3
31436,NH - SDAH LO,Wednesday,2
31437,SDAH - NH LO,Monday,0
31438,NH - SDAH LO,Tuesday,1
31439,SDAH - NH LO,Wednesday,2
31440,NH - SDAH LO,Sunday,6
31441,SDAH-NH LOCA,Tuesday,1
31442,NH - SDAH LO,Thursday,3
31443,SDAH - NH LO,Sunday,6
31444,NH - SDAH LO,Thursday,3
31445,SDAH - NH LO,Sunday,6
31446,NH - SDAH LO,Friday,4
31447,SDAH-NH LOCA,Monday,0
31448,NH-SDAH LOCA,Tuesday,1
31449,SDAH - NH LO,Wednesday,2
31450,NH - SDAH LO,Monday,0
31451,SDAH - NH LO,Friday,4
31471,SDAH - NH LO,Monday,0
31511,SDAH-STB LOC,Monday,0
31512,STB - SDAH L,Saturday,5
31513,SDAH-STB LOC,Wednesday,2
31514,STB - SDAH L,Tuesday,1
31515,SDAH- STB LO,Tuesday,1
31516,STB - SDAH L,Monday,0
31517,SDAH- STB LO,Tuesday,1
31518,STB - SDAH L,Saturday,5
31519,SDAH- STB LO,Tuesday,1
31520,STB - SDAH L,Tuesday,1
31521,SDAH- STB LO,Friday,4
31522,STB - SDAH L,Tuesday,1
31523,SDAH- STB LO,Tuesday,1
31524,STB - SDAH L,Friday,4
31525,SDAH- STB LO,Friday,4
31526,STB - SDAH L,Tuesday,1
31527,SDAH-STB LOC,Thursday,3
31528,STB - SDAH L,Tuesday,1
31529,SDAH-STB LOC,Saturday,5
31530,STB - SDAH L,Tuesday,1
31531,SDAH- STB LO,Saturday,5
31532,STB - SDAH L,Tuesday,1
31533,SDAH- STB LO,Tuesday,1
31534,STB - SDAH L,Thursday,3
31535,SDAH- STB LO,Sunday,6
31536,STB - SDAH L,Saturday,5
31537,SDAH- STB LO,Friday,4
31538,STB-SDAH LOC,Thursday,3
31539,SDAH- STB LO,Tuesday,1
31540,STB - SDAH L,Sunday,6
31541,SDAH- STB LO,Tuesday,1
31542,STB - SDAH L,Tuesday,1
31571,RHA-KNJ LOCA,Wednesday,2
31584,KNJ-STB LOCA,Friday,4
31585,STB-KNJ LOCA,Tuesday,1
31586,KNJ-STB LOCA,Friday,4
31601,SDAH-RHA LOC,Friday,4
31602,RHA - SDAH L,Wednesday,2
31611,SDAH-RHA  LO,Tuesday,1
31612,RHA - SDAH L,Monday,0
31613,SDAH-RHA  LO,Thursday,3
31614,RHA -SDAH LO,Sunday,6
31615,SDAH-RHA LOC,Tuesday,1
31616,RHA -SDAH LO,Friday,4
31617,SDAH-RHA LOC,Friday,4
31618,RHA -SDAH LO,Thursday,3
31619,SDAH-RHA LOC,Saturday,5
31620,RHA - SDAH L,Wednesday,2
31621,SDAH-RHA LOC,Tuesday,1
31622,RHA - SDAH L,Monday,0
31623,SDAH - RHA L,Saturday,5
31624,RHA - SDAH L,Thursday,3
31625,SDAH-RHA LOC,Monday,0
31626,RHA - SDAH L,Sunday,6
31627,SDAH-RHA LOC,Tuesday,1
31628,RHA - SDAH L,Saturday,5
31629,SDAH-RHA LOC,Saturday,5
31630,RHA - SDAH L,Saturday,5
31631,SDAH-RHA LOC,Monday,0
31632,RHA-SDAH LOC,Saturday,5
31633,SDAH-RHA LOC,Thursday,3
31634,RHA-SDAH LOC,Monday,0
31636,RHA-SDAH LOC,Monday,0
31711,NH - RHA LOC,Tuesday,1
31712,RHA-NH LOCAL,Sunday,6
31713,NH-RHA  LOCA,Tuesday,1
31714,RHA-NH LOCAL,Saturday,5
31721,RHA - KNJ LO,Thursday,3
31722,KNJ -RHA LOC,Sunday,6
31723,RHA-KNJ LOCA,Friday,4
31724,KNJ-RHALOCAL,Tuesday,1
31725,RHA - KNJ,Saturday,5
31726,KNJ-RHA LOCA,Tuesday,1
31741,RHA - GEDE L,Friday,4
31742,GEDE-RHA LOC,Saturday,5
31743,RHA - GEDE L,Thursday,3
31744,GEDE-RHA LOC,Sunday,6
31745,RHA - GEDE L,Saturday,5
31746,GEDE-RHA LOC,Sunday,6
31747,RHA-GEDE LOC,Saturday,5
31748,GEDE-RHA LOC,Thursday,3
31749,RHA -GEDE LO,Tuesday,1
31750,GEDE-RHA LOC,Sunday,6
31751,RHA -GEDE LO,Sunday,6
31752,GEDE-RHA LOC,Monday,0
31753,RHA -GEDE LO,Friday,4
31754,GEDE-RHA LOC,Monday,0
31755,RHA-GEDE LOC,Monday,0
31756,GEDE-RHA LOC,Monday,0
31757,RHA-GXD LOCA,Thursday,3
31758,GEDE-RHA LOC,Monday,0
31765,RHA-LGL EMU,Tuesday,1
31766,LGL-RHA EMU,Saturday,5
31767,RHA-LGL EMU,Wednesday,2
31768,LGL - RHA PA,Monday,0
31770,LGL-RHA EMU,Wednesday,2
31771,RHA -LGL EMU,Sunday,6
31772,LGL - RHA EM,Friday,4
31781,RHA-STB LOCA,Thursday,3
31782,STB-RHA LOCA,Wednesday,2
31783,RHA-STB LOCA,Thursday,3
31784,STB-RHA LOCA,Thursday,3
31786,STB-RHA LOCA,Saturday,5
31801,SDAH-KNJ LOC,Tuesday,1
31802,KNJ-SDAH LOC,Thursday,3
31811,SDAH-KNJ LOC,Tuesday,1
31812,KNJ - SDAJ L,Monday,0
31813,SDAH-KNJ LOC,Tuesday,1
31814,KNJ - SDAH,Saturday,5
31815,SDAH-KNJ LOC,Wednesday,2
31816,KNJ - SDAH L,Thursday,3
31817,SDAH-KNJ LOC,Friday,4
31818,KNJ - SDAH,Sunday,6
31819,SDAH-KNJ LOC,Friday,4
31820,KNJ - SDAH,Sunday,6
31821,SDAH-KNJ LOC,Tuesday,1
31822,KNJ - SDAH,Monday,0
31823,SDAH-KNJ LOC,Saturday,5
31824,KNJ - SDAH,Saturday,5
31825,SDAH-KNJ LOC,Saturday,5
31826,KNJ - SDAH,Thursday,3
31827,SDAH - KNJ L,Monday,0
31828,KNJ - SDAH,Saturday,5
31829,SDAH-KNJ LOC,Tuesday,1
31830,KNJ - SDAH,Wednesday,2
31831,SDAH-KNJ LOC,Saturday,5
31832,KNJ - SDAH,Sunday,6
31833,SDAH-KNJ LOC,Saturday,5
31834,KNJ - SDAH,Friday,4
31835,SDAH-KNJ LOC,Wednesday,2
31836,KNJ - SDAH L,Sunday,6
31837,SDAH-KNJ LOC,Wednesday,2
31838,KNJ-SDAH LOC,Monday,0
31839,SDAH-KNJ LOC,Sunday,6
31840,KNJ-SDAH LOC,Tuesday,1
31841,SDAH-KNJ LOC,Sunday,6
31842,KNJ-SDAH EMU,Sunday,6
31843,SDAH-LGL MEM,Wednesday,2
31844,KNJ-SDAH LOC,Sunday,6
31861,KNJ LGL EMU,Monday,0
31862,LGL KNJ EMU,Tuesday,1
31863,KNJ LGL EMU,Monday,0
31864,LGL KNJ EMU,Sunday,6
31865,KNJ LGL EMU,Wednesday,2
31866,LGL KNJ EMU,Thursday,3
31911,SDAH-GEDE LO,Wednesday,2
31912,GEDE - SDAH,Saturday,5
31913,SDAH-GEDE LO,Sunday,6
31914,GEDE - SDAH,Wednesday,2
31915,SDAH-GEDE LO,Tuesday,1
31916,GEDE - SDAH,Saturday,5
31917,SDAH-GEDE LO,Wednesday,2
31918,GEDE - SDAH,Friday,4
31919,SDAH-GEDE LO,Thursday,3
31920,GEDE- SDAH L,Monday,0
31921,SDAH - GEDE,Sunday,6
31922,GEDE - SDAH,Wednesday,2
31923,SDAH-GEDE LO,Tuesday,1
31924,GEDE - SDAH,Thursday,3
31925,SDAH-GEDE LO,Monday,0
31926,GEDE - SDAH,Monday,0
31927,SDAH-GEDE LO,Tuesday,1
31928,GEDE - SDAH,Wednesday,2
31929,SDAH-GEDE LO,Wednesday,2
32211,SDAH-DKAE LO,Saturday,5
32212,DKAE-SDAH LO,Tuesday,1
32213,SDAH-DKAE LO,Thursday,3
32214,DKAE-SDAH LO,Sunday,6
32215,SDAH-DKAE LO,Friday,4
32216,DKAE-SDAH LO,Sunday,6
32217,SDAH-DKAE LO,Sunday,6
32218,DKAE-SDAH LO,Thursday,3
32219,SDAH-DKAE LO,Wednesday,2
32220,DKAE-SDAH LO,Monday,0
32221,SDAH-DKAE LO,Friday,4
32222,DKAE-SDAH LO,Saturday,5
32223,SDAH-DKAE LO,Saturday,5
32224,DKAE-SDAH LO,Monday,0
32225,SDAH-DKAE LO,Thursday,3
32226,DKAE-SDAH LO,Wednesday,2
32227,SDAH-DKAE LO,Tuesday,1
32228,DKAE-SDAH LO,Tuesday,1
32229,SDAH-DKAE LO,Wednesday,2
32230,DKAE-SDAH LO,Monday,0
32231,SDAH-DKAE LO,Wednesday,2
32232,DKAE-SDAH LO,Friday,4
32233,SDAH-DKAE LO,Thursday,3
32234,DKAE-SDAH LO,Wednesday,2
32235,SDAH-DKAE LO,Wednesday,2
32236,DKAE-SDAH LO,Tuesday,1
32237,SDAH-DKAE LO,Thursday,3
32238,DKAE-SDAH LO,Monday,0
32239,SDAH-DKAE LO,Friday,4
32240,DKAE-SDAH LO,Thursday,3
32241,SDAH-DKAE LO,Wednesday,2
32242,DKAE-SDAH LO,Sunday,6
32243,SDAH-DKAE LO,Monday,0
32244,DKAE-SDAH LO,Wednesday,2
32245,SDAH-DKAE LO,Thursday,3
32246,DKAE-SDAH LO,Thursday,3
32247,SDAH-DKAE LO,Thursday,3
32248,DKAE-SDAH LO,Sunday,6
32249,SDAH-DKAE LO,Sunday,6
32250,DKAE-SDAH LO,Tuesday,1
32252,DKAE-SDAH LO,Sunday,6
32411,SDAH-BRPA LO,Monday,0
32412,BRPA - SDAH,Wednesday,2
32413,SDAH-BRPA  L,Friday,4
32414,BRPA-SDAH LO,Sunday,6
33061,CG - BT LOCA,Friday,4
33212,DDJ - SDAH L,Saturday,5
33231,DDJ- BP LOCA,Thursday,3
33232,BP-DDJ LOCAL,Wednesday,2
33262,BT - DDJ LOC,Saturday,5
33271,DDJ - GBG LO,Friday,4
33282,HNB-DDJ LOCA,Wednesday,2
33291,DDJ-DKAE LOC,Sunday,6
33311,BT-HNB LOCAL,Sunday,6
33312,HNB-BT LOCAL,Monday,0
33313,BT-HNB LOCAL,Monday,0
33314,HNB-BT LOCAL,Thursday,3
33315,BT-HNB LOCAL,Tuesday,1
33316,HNB-BT LOCAL,Tuesday,1
33317,BT - HNB LOC,Sunday,6
33318,HNB-BT LOCAL,Sunday,6
33319,BT - HNB LOC,Thursday,3
33320,HNB BT LOCAL,Sunday,6
33321,BT - HNB LOC,Monday,0
33323,BT-HNB LOCAL,Friday,4
33325,BT HNB LOCAL,Friday,4
33351,BT - HB LOCA,Friday,4
33357,BT-DTK LOCAL,Sunday,6
33361,BT-BNJ LOCAL,Thursday,3
33362,BNJ- BT LOCA,Tuesday,1
33363,BT -BNJ LOCA,Saturday,5
33364,BNJ- BT LOCA,Sunday,6
33365,BT-BNJ LOCAL,Monday,0
33366,BNJ-BT LOCAL,Friday,4
33367,BT-BNJ LOCAL,Thursday,3
33382,GBG-BT LOCAL,Sunday,6
33401,SDAH-BT MATR,Thursday,3
33402,BT-SDAH MATR,Monday,0
33411,SDAH-DDC LOC,Tuesday,1
33412,DDC-SDAH LOC,Saturday,5
33421,SDAH-MMG LOC,Saturday,5
33422,MMG - SDAH L,Sunday,6
33431,SDAH - BT LO,Sunday,6
33432,BT-SDAH LOCA,Monday,0
33433,SDAH - BT LO,Thursday,3
33434,BT - SDAH LO,Saturday,5
33435,SDAH - BT LO,Sunday,6
33436,BT -SDAH LOC,Thursday,3
33437,SDAH - BT LO,Wednesday,2
33438,BT -SDAH LOC,Tuesday,1
33439,SDAH - BT LO,Wednesday,2
33440,BT -SDAH LOC,Monday,0
33441,SDAH-BT LOCA,Sunday,6
33443,SDAH - BT LO,Wednesday,2
33445,SDAH - BT LO,Sunday,6
33447,SDAH - BT LO,Sunday,6
33511,SDAH-HNB LOC,Thursday,3
33512,HNB-SDAH LOC,Tuesday,1
33513,SDAH - HNB L,Wednesday,2
33514,HNB-SDAH LOC,Tuesday,1
33515,SDAH - HNB L,Thursday,3
33516,HNB-SDAH LOC,Sunday,6
33517,SDAH - HNB L,Friday,4
33518,HNB-SDAH LOC,Friday,4
33519,SDAH - HNB L,Wednesday,2
33520,HNB-SDAH LOC,Thursday,3
33521,SDAH - HNB L,Saturday,5
33522,HNB-SDAH LOC,Sunday,6
33523,SDAH - HNB L,Thursday,3
33524,HNB-SDAH LOC,Sunday,6
33525,SDAH - HNB L,Friday,4
33526,HNB-SDAH LOC,Thursday,3
33527,SDAH-HNB  LO,Tuesday,1
33528,HNB-SDAH LOC,Sunday,6
33529,SDAH-HNB LOC,Thursday,3
33530,HNB-SDAH LOC,Tuesday,1
33531,SDAH-HNB LOC,Monday,0
33532,HNB-SDAH LOC,Thursday,3
33533,SDAH-HB LOCA,Friday,4
33534,HB-SDAH LOCA,Sunday,6
33536,HNB-SDAH LOC,Saturday,5
33538,HNB-SDAH LOC,Friday,4
33611,SDAH-DTK LOC,Saturday,5
33612,DTK-SDAH LOC,Wednesday,2
33613,SDAH-DTK LOC,Monday,0
33614,DTK-SDAH LOC,Wednesday,2
33615,SDAH - DTK L,Saturday,5
33616,DTK - SDAH L,Monday,0
33617,SDAH - DTK L,Saturday,5
33618,DTK-SDAH LOC,Sunday,6
33619,SDAH - DTK L,Sunday,6
33620,DTK-SDAH LOC,Saturday,5
33621,SDAH-DTK LOC,Saturday,5
33622,DTK-SDAH LOC,Friday,4
33623,SDAH - DTK L,Tuesday,1
33624,DTK-SDAH LOC,Friday,4
33626,DTK-SDAH LOC,Saturday,5
33628,DTK-SDAH LOC,Thursday,3
33630,DTK-SDAH LOC,Thursday,3
33651,SDAH-HB LOCA,Thursday,3
33652,HB - SDAH LO,Thursday,3
33653,SDAH-HB LOCA,Saturday,5
33654,HB - SDAH LO,Friday,4
33655,SDAH-HB LOCA,Friday,4
33656,HB - SDAH LO,Thursday,3
33657,SDAH-HB LOCA,Saturday,5
33658,HB - SDAH LO,Sunday,6
33659,SDAH-HB LOCA,Monday,0
33660,HB - SDAH LO,Wednesday,2
33664,HB - SDAH LO,Friday,4
33666,HB - SDAH LO,Thursday,3
33681,SDAH - GBG,Thursday,3
33682,GBG - SDAH L,Tuesday,1
33685,SDAH - GBG,Tuesday,1
33686,GBG - SDAH L,Thursday,3
33687,SDAH-GBG LOC,Wednesday,2
33688,GBG - SDAH L,Monday,0
33711,RHA - BNJ LO,Tuesday,1
33712,BNJ - RHA LO,Saturday,5
33713,RHA - BNJ LO,Saturday,5
33714,BNJ - RHA LO,Monday,0
33715,RHA - BNJ LO,Sunday,6
33716,BNJ - RHA LO,Monday,0
33717,RHA - BNJ LO,Friday,4
33718,BNJ - RHA LO,Tuesday,1
33719,RHA - BNJ LO,Thursday,3
33720,BNJ - RHA LO,Sunday,6
33721,RHA - BNJ LO,Sunday,6
33722,BNJ - RHA LO,Friday,4
33723,RHA - BNJ LO,Saturday,5
33724,BNJ - RHA LO,Thursday,3
33725,RHA - BNJ LO,Thursday,3
33726,BNJ - RHA LO,Sunday,6
33727,RHA - BNJ LO,Friday,4
33728,BNJ - RHA LO,Sunday,6
33729,RHA - BNJ LO,Friday,4
33730,BNJ - RHA LO,Saturday,5
33731,RHA - BNJ LO,Wednesday,2
33732,BNJ - RHA LO,Saturday,5
33733,RHA - BNJ LO,Friday,4
33734,BNJ - RHA LO,Thursday,3
33735,RHA - BNJ LO,Wednesday,2
33736,BNJ - RHA LO,Wednesday,2
33737,RHA-BNJ LOCA,Sunday,6
33738,BNJ-RHA LOCA,Thursday,3
33739,RHA-BNJ  LOC,Monday,0
33751,STB-BNJ LOCA,Friday,4
33752,BNJ-STB LOCA,Thursday,3
33801,SDAH - BNJ L,Sunday,6
33802,BNJ - SDAH L,Thursday,3
33811,SDAH-BNJ LOC,Monday,0
33812,BNJ-SDAH LOC,Wednesday,2
33813,SDAH-BNJ LOC,Saturday,5
33814,BNJ-SDAH LOC,Thursday,3
33815,SDAH-BNJ LOC,Monday,0
33816,BNJ - SDAH L,Friday,4
33817,SDAH - BNJ L,Friday,4
33818,BNJ - SDAH L,Wednesday,2
33819,SDAH - BNJ L,Tuesday,1
33820,BNJ - SDAH L,Monday,0
33821,SDAH - BNJ L,Friday,4
33822,BNJ - SDAH L,Wednesday,2
33823,SDAH - BNJ L,Thursday,3
33824,BNJ - SDAH L,Thursday,3
33825,SDAH - BNJ L,Friday,4
33826,BNJ - SDAH L,Monday,0
33827,SDAH - BNJ L,Tuesday,1
33828,BNJ - SDAH L,Thursday,3
33829,SDAH - BNJ L,Friday,4
33830,BNJ - SDAH L,Sunday,6
33831,SDAH - BNJ L,Saturday,5
33832,BNJ - SDAH L,Wednesday,2
33833,SDAH - BNJ L,Tuesday,1
33834,BNJ - SDAH L,Thursday,3
33835,SDAH-BNJ LOC,Thursday,3
33836,BNJ - SDAH L,Wednesday,2
33837,SDAH-BNJ LOC,Thursday,3
33838,BNJ - SDAH L,Saturday,5
33839,SDAH-BNJ LOC,Sunday,6
33840,BNJ - SDAH L,Friday,4
33841,SDAH - BNJ L,Monday,0
33842,BNJ - SDAH L,Friday,4
33843,SDAH - BNJ L,Friday,4
33844,BNJ - SDAH L,Wednesday,2
33845,SDAH - BNJ L,Friday,4
33846,BNJ - SDAH L,Tuesday,1
33847,SDAH - BNJ L,Saturday,5
